Timestamp,Timezone : America/Los_Angeles,Temperature,Humidity,CO2,Noise,Pressure
1455917199,2/19/16 13:26,18.8,76,,,1015.7
1455917255,2/19/16 13:27,19.2,75,718,,1015.7
1455917257,2/19/16 13:27,19.9,73,,,1015.7
1455917513,2/19/16 13:31,20.3,73,337,44,1015.8
1455917814,2/19/16 13:36,21.2,70,332,47,1015.7
1455918115,2/19/16 13:41,21.3,68,328,44,1015.8
1455918416,2/19/16 13:46,21.3,68,307,45,1015.7
1455918717,2/19/16 13:51,21.3,67,296,45,1015.7
1455919019,2/19/16 13:56,21.3,67,289,47,1015.7
1455919321,2/19/16 14:02,21.3,66,280,47,1015.7
1455919621,2/19/16 14:07,21.3,66,273,51,1015.7
1455919926,2/19/16 14:12,21.3,66,272,57,1015.7
1455920227,2/19/16 14:17,21.4,65,269,52,1015.7
1455920529,2/19/16 14:22,21.4,65,267,58,1015.7
1455920829,2/19/16 14:27,21.4,65,283,53,1015.8
1455921129,2/19/16 14:32,21.4,65,284,53,1015.9
1455921431,2/19/16 14:37,21.5,64,288,53,1015.9
1455921731,2/19/16 14:42,21.6,64,290,55,1015.9
1455922032,2/19/16 14:47,21.6,64,308,53,1015.9
1455922334,2/19/16 14:52,21.7,64,304,53,1015.9
1455922635,2/19/16 14:57,21.7,63,322,53,1016
1455922935,2/19/16 15:02,21.8,63,319,51,1015.9
1455923237,2/19/16 15:07,21.8,63,343,50,1015.9
1455923540,2/19/16 15:12,21.8,63,359,50,1015.9
1455923842,2/19/16 15:17,21.9,63,373,41,1015.9
1455924144,2/19/16 15:22,21.9,63,378,41,1015.9
1455924445,2/19/16 15:27,21.9,62,383,40,1015.8
1455924746,2/19/16 15:32,22,62,383,38,1015.7
1455925047,2/19/16 15:37,22,62,383,38,1015.7
1455925349,2/19/16 15:42,22,62,393,38,1015.7
1455925650,2/19/16 15:47,22,62,382,37,1015.9
1455925952,2/19/16 15:52,22,62,393,38,1015.9
1455926253,2/19/16 15:57,22.1,61,398,38,1016
1455926556,2/19/16 16:02,22.1,61,393,39,1016
1455926857,2/19/16 16:07,22.1,61,409,38,1016.1
1455927159,2/19/16 16:12,22.2,61,394,38,1016.1
1455927461,2/19/16 16:17,22.2,61,393,38,1016.1
1455927764,2/19/16 16:22,22.2,61,395,37,1016.1
1455928065,2/19/16 16:27,22.2,61,391,38,1016.2
1455928367,2/19/16 16:32,22.3,61,397,38,1016.3
1455928669,2/19/16 16:37,22.3,61,397,40,1016.3
1455928972,2/19/16 16:42,22.3,61,396,40,1016.4
1455929273,2/19/16 16:47,22.3,61,398,38,1016.4
1455929576,2/19/16 16:52,22.4,60,407,38,1016.5
1455929878,2/19/16 16:57,22.4,60,404,38,1016.6
1455930182,2/19/16 17:03,22.4,60,392,38,1016.6
1455930483,2/19/16 17:08,22.4,60,406,37,1016.7
1455930785,2/19/16 17:13,22.4,60,395,39,1016.7
1455931087,2/19/16 17:18,22.4,60,399,38,1016.7
1455931389,2/19/16 17:23,22.5,60,404,38,1016.8
1455931690,2/19/16 17:28,22.5,60,393,40,1016.9
1455931992,2/19/16 17:33,22.5,60,399,38,1017.1
1455932294,2/19/16 17:38,22.5,60,394,38,1017.1
1455932595,2/19/16 17:43,22.6,60,391,38,1017.2
1455932898,2/19/16 17:48,22.6,60,386,37,1017.3
1455933199,2/19/16 17:53,22.6,59,400,38,1017.3
1455933500,2/19/16 17:58,22.6,59,408,37,1017.4
1455933802,2/19/16 18:03,22.6,59,402,37,1017.5
1455934103,2/19/16 18:08,22.7,59,393,37,1017.6
1455934405,2/19/16 18:13,22.7,59,401,36,1017.6
1455934707,2/19/16 18:18,22.7,59,403,36,1017.7
1455935010,2/19/16 18:23,22.7,59,398,36,1017.8
1455935311,2/19/16 18:28,22.7,59,406,36,1017.8
1455935613,2/19/16 18:33,22.8,59,397,37,1017.9
1455935915,2/19/16 18:38,22.8,59,403,36,1017.9
1455936216,2/19/16 18:43,22.8,59,377,36,1018.1
1455936517,2/19/16 18:48,22.8,59,399,36,1018.2
1455936821,2/19/16 18:53,22.8,59,410,36,1018.2
1455937122,2/19/16 18:58,22.8,59,395,36,1018.2
1455937423,2/19/16 19:03,22.8,59,406,36,1018.2
1455937725,2/19/16 19:08,22.8,59,399,36,1018.3
1455938027,2/19/16 19:13,22.8,59,401,37,1018.4
1455938328,2/19/16 19:18,22.7,59,394,36,1018.5
1455938630,2/19/16 19:23,22.8,59,399,36,1018.4
1455938932,2/19/16 19:28,22.7,59,398,36,1018.5
1455939234,2/19/16 19:33,22.7,58,396,36,1018.7
1455939535,2/19/16 19:38,22.7,58,407,36,1018.7
1455939839,2/19/16 19:43,22.7,58,408,36,1018.7
1455940140,2/19/16 19:49,22.7,58,408,36,1018.7
1455940441,2/19/16 19:54,22.7,58,402,36,1018.7
1455940743,2/19/16 19:59,22.6,58,398,36,1018.8
1455941044,2/19/16 20:04,22.6,58,402,36,1018.7
1455941346,2/19/16 20:09,22.6,58,397,36,1018.7
1455941648,2/19/16 20:14,22.6,58,394,36,1018.7
1455941949,2/19/16 20:19,22.6,58,408,36,1018.8
1455942251,2/19/16 20:24,22.6,58,401,36,1018.8
1455942552,2/19/16 20:29,22.5,58,402,36,1018.9
1455942856,2/19/16 20:34,22.5,58,399,36,1018.9
1455943158,2/19/16 20:39,22.5,58,398,36,1019
1455943460,2/19/16 20:44,22.5,58,393,36,1019.1
1455943761,2/19/16 20:49,22.4,58,406,36,1019.1
